model,dataset,experiment_name,pool_mode,pool_size,num_communities,community_size,sampling_seed,k,total_voting_slots,pool_members,communities,unique_model_count,avg_pairwise_overlap,avg_pairwise_jaccard,baseline,Hits,Epsilon,Alpha,Delta,eligible_support,alpha_reduction,delta_reduction,alpha_recovery_vs_reference,delta_recovery_vs_reference
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,0,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_7|seed_19;seed_2|seed_25;seed_4|seed_9;seed_20|seed_15;seed_1|seed_24;seed_16|seed_12;seed_23|seed_17;seed_22|seed_12;seed_8|seed_5;seed_17,17,0.06666666666666667,0.022222222222222223,without,0.5201065123081208,0.004690706729888916,0.24139632284641266,0.0910324411002837,24321,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,0,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_7|seed_19;seed_2|seed_25;seed_4|seed_9;seed_20|seed_15;seed_1|seed_24;seed_16|seed_12;seed_23|seed_17;seed_22|seed_12;seed_8|seed_5;seed_17,17,0.06666666666666667,0.022222222222222223,major,0.12196569740772248,0.001905597746372223,0.28775647282600403,0.11150353178607467,5946,-0.19204994273706402,-0.22487687288578231,-0.88069086848277,-2.9484482398680316
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,0,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_7|seed_19;seed_2|seed_25;seed_4|seed_9;seed_20|seed_15;seed_1|seed_24;seed_16|seed_12;seed_23|seed_17;seed_22|seed_12;seed_8|seed_5;seed_17,17,0.06666666666666667,0.022222222222222223,borda,0.5216700851917266,0.003298163414001465,0.18378952145576477,0.07120729896032252,23565,0.2386399291893935,0.21778106684100992,0.381787390280345,0.3567262294829688
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,0,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_7|seed_19;seed_2|seed_25;seed_4|seed_9;seed_20|seed_15;seed_1|seed_24;seed_16|seed_12;seed_23|seed_17;seed_22|seed_12;seed_8|seed_5;seed_17,17,0.06666666666666667,0.022222222222222223,range,0.5245895564556122,0.0038600564002990723,0.17960651218891144,0.06934630844087158,23635,0.25596831769808986,0.2382242242138944,0.4044504488107775,0.38266263692880864
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,0,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_7|seed_9;seed_14;seed_24;seed_2|seed_12;seed_17;seed_5;seed_4|seed_11;seed_27;seed_6;seed_20|seed_17;seed_25;seed_3;seed_1|seed_6;seed_27;seed_9;seed_16|seed_12;seed_17;seed_11;seed_23|seed_4;seed_10;seed_9;seed_22|seed_7;seed_28;seed_18;seed_8|seed_23;seed_25;seed_11;seed_17,24,0.4888888888888889,0.07682539682539682,without,0.5201065123081208,0.004690706729888916,0.24139632284641266,0.0910324411002837,24321,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,0,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_7|seed_9;seed_14;seed_24;seed_2|seed_12;seed_17;seed_5;seed_4|seed_11;seed_27;seed_6;seed_20|seed_17;seed_25;seed_3;seed_1|seed_6;seed_27;seed_9;seed_16|seed_12;seed_17;seed_11;seed_23|seed_4;seed_10;seed_9;seed_22|seed_7;seed_28;seed_18;seed_8|seed_23;seed_25;seed_11;seed_17,24,0.4888888888888889,0.07682539682539682,major,0.12984217554330826,0.0020521879196166992,0.23560382425785065,0.1031589338598223,6078,0.023995802919696763,-0.13321067317287189,0.11003848380325845,-1.7465770037085124
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,0,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_7|seed_9;seed_14;seed_24;seed_2|seed_12;seed_17;seed_5;seed_4|seed_11;seed_27;seed_6;seed_20|seed_17;seed_25;seed_3;seed_1|seed_6;seed_27;seed_9;seed_16|seed_12;seed_17;seed_11;seed_23|seed_4;seed_10;seed_9;seed_22|seed_7;seed_28;seed_18;seed_8|seed_23;seed_25;seed_11;seed_17,24,0.4888888888888889,0.07682539682539682,borda,0.5235048353672027,0.0014658570289611816,0.13115611672401428,0.05321140866536033,22965,0.4566772385863484,0.41546762865843334,0.7306137397566144,0.6805375820467987
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,0,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_7|seed_9;seed_14;seed_24;seed_2|seed_12;seed_17;seed_5;seed_4|seed_11;seed_27;seed_6;seed_20|seed_17;seed_25;seed_3;seed_1|seed_6;seed_27;seed_9;seed_16|seed_12;seed_17;seed_11;seed_23|seed_4;seed_10;seed_9;seed_22|seed_7;seed_28;seed_18;seed_8|seed_23;seed_25;seed_11;seed_17,24,0.4888888888888889,0.07682539682539682,range,0.5264707267284393,0.001954495906829834,0.12778332829475403,0.051564738052866876,23039,0.4706492344705035,0.43355646152494337,0.7436634964275678,0.6964273233426359
RotatE,FB15k237,RotatE_FB15k237,first,30,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_9;seed_14;seed_7|seed_24;seed_12;seed_17;seed_5;seed_11;seed_2|seed_26;seed_6;seed_16;seed_24;seed_29;seed_4|seed_6;seed_27;seed_9;seed_12;seed_17;seed_20|seed_12;seed_4;seed_11;seed_9;seed_8;seed_1|seed_29;seed_19;seed_23;seed_25;seed_11;seed_16|seed_19;seed_20;seed_18;seed_27;seed_28;seed_23|seed_14;seed_25;seed_23;seed_21;seed_8;seed_22|seed_23;seed_16;seed_1;seed_5;seed_24;seed_8|seed_0;seed_10;seed_4;seed_7;seed_20;seed_17,27,1.0444444444444445,0.10195286195286198,without,0.5201065123081208,0.004690706729888916,0.24139632284641266,0.0910324411002837,24321,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_9;seed_14;seed_7|seed_24;seed_12;seed_17;seed_5;seed_11;seed_2|seed_26;seed_6;seed_16;seed_24;seed_29;seed_4|seed_6;seed_27;seed_9;seed_12;seed_17;seed_20|seed_12;seed_4;seed_11;seed_9;seed_8;seed_1|seed_29;seed_19;seed_23;seed_25;seed_11;seed_16|seed_19;seed_20;seed_18;seed_27;seed_28;seed_23|seed_14;seed_25;seed_23;seed_21;seed_8;seed_22|seed_23;seed_16;seed_1;seed_5;seed_24;seed_8|seed_0;seed_10;seed_4;seed_7;seed_20;seed_17,27,1.0444444444444445,0.10195286195286198,major,0.1344229444861412,0.0022232085466384888,0.2096354216337204,0.10172526041666667,6144,0.13157160323813213,-0.1174616344145213,0.603353002203725,-1.5400852244037675
RotatE,FB15k237,RotatE_FB15k237,first,30,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_9;seed_14;seed_7|seed_24;seed_12;seed_17;seed_5;seed_11;seed_2|seed_26;seed_6;seed_16;seed_24;seed_29;seed_4|seed_6;seed_27;seed_9;seed_12;seed_17;seed_20|seed_12;seed_4;seed_11;seed_9;seed_8;seed_1|seed_29;seed_19;seed_23;seed_25;seed_11;seed_16|seed_19;seed_20;seed_18;seed_27;seed_28;seed_23|seed_14;seed_25;seed_23;seed_21;seed_8;seed_22|seed_23;seed_16;seed_1;seed_5;seed_24;seed_8|seed_0;seed_10;seed_4;seed_7;seed_20;seed_17,27,1.0444444444444445,0.10195286195286198,borda,0.5244234263896942,0.0014169812202453613,0.10827464610338211,0.04427816901408451,22720,0.5514652218945714,0.5136001135539524,0.8822600166395685,0.8412789717109846
RotatE,FB15k237,RotatE_FB15k237,first,30,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_9;seed_14;seed_7|seed_24;seed_12;seed_17;seed_5;seed_11;seed_2|seed_26;seed_6;seed_16;seed_24;seed_29;seed_4|seed_6;seed_27;seed_9;seed_12;seed_17;seed_20|seed_12;seed_4;seed_11;seed_9;seed_8;seed_1|seed_29;seed_19;seed_23;seed_25;seed_11;seed_16|seed_19;seed_20;seed_18;seed_27;seed_28;seed_23|seed_14;seed_25;seed_23;seed_21;seed_8;seed_22|seed_23;seed_16;seed_1;seed_5;seed_24;seed_8|seed_0;seed_10;seed_4;seed_7;seed_20;seed_17,27,1.0444444444444445,0.10195286195286198,range,0.5272549629211426,0.0019056200981140137,0.10747785866260529,0.04356973788024897,22814,0.5547659657973018,0.5213822967545009,0.8765746709181014,0.8375030926533261
RotatE,FB15k237,RotatE_FB15k237,first,30,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_14;seed_23;seed_12;seed_17;seed_7|seed_12;seed_5;seed_11;seed_27;seed_16;seed_25;seed_3;seed_2|seed_6;seed_26;seed_12;seed_17;seed_11;seed_3;seed_10;seed_4|seed_9;seed_8;seed_29;seed_18;seed_23;seed_25;seed_11;seed_20|seed_2;seed_21;seed_19;seed_27;seed_28;seed_15;seed_25;seed_1|seed_23;seed_22;seed_24;seed_17;seed_1;seed_25;seed_0;seed_16|seed_10;seed_4;seed_7;seed_2;seed_3;seed_29;seed_28;seed_23|seed_0;seed_27;seed_23;seed_18;seed_15;seed_4;seed_6;seed_22|seed_29;seed_7;seed_10;seed_14;seed_25;seed_15;seed_3;seed_8|seed_6;seed_12;seed_9;seed_25;seed_22;seed_10;seed_4;seed_17,29,2.1555555555555554,0.16139120139120144,without,0.5201065123081208,0.004690706729888916,0.24139632284641266,0.0910324411002837,24321,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_14;seed_23;seed_12;seed_17;seed_7|seed_12;seed_5;seed_11;seed_27;seed_16;seed_25;seed_3;seed_2|seed_6;seed_26;seed_12;seed_17;seed_11;seed_3;seed_10;seed_4|seed_9;seed_8;seed_29;seed_18;seed_23;seed_25;seed_11;seed_20|seed_2;seed_21;seed_19;seed_27;seed_28;seed_15;seed_25;seed_1|seed_23;seed_22;seed_24;seed_17;seed_1;seed_25;seed_0;seed_16|seed_10;seed_4;seed_7;seed_2;seed_3;seed_29;seed_28;seed_23|seed_0;seed_27;seed_23;seed_18;seed_15;seed_4;seed_6;seed_22|seed_29;seed_7;seed_10;seed_14;seed_25;seed_15;seed_3;seed_8|seed_6;seed_12;seed_9;seed_25;seed_22;seed_10;seed_4;seed_17,29,2.1555555555555554,0.16139120139120144,major,0.13727157264947892,0.0016124248504638672,0.18875566124916077,0.08408943616331821,6172,0.21806737143524874,0.07626956778316973,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,30,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_14;seed_23;seed_12;seed_17;seed_7|seed_12;seed_5;seed_11;seed_27;seed_16;seed_25;seed_3;seed_2|seed_6;seed_26;seed_12;seed_17;seed_11;seed_3;seed_10;seed_4|seed_9;seed_8;seed_29;seed_18;seed_23;seed_25;seed_11;seed_20|seed_2;seed_21;seed_19;seed_27;seed_28;seed_15;seed_25;seed_1|seed_23;seed_22;seed_24;seed_17;seed_1;seed_25;seed_0;seed_16|seed_10;seed_4;seed_7;seed_2;seed_3;seed_29;seed_28;seed_23|seed_0;seed_27;seed_23;seed_18;seed_15;seed_4;seed_6;seed_22|seed_29;seed_7;seed_10;seed_14;seed_25;seed_15;seed_3;seed_8|seed_6;seed_12;seed_9;seed_25;seed_22;seed_10;seed_4;seed_17,29,2.1555555555555554,0.16139120139120144,borda,0.5247459173202514,0.0010505318641662598,0.09050919860601425,0.03545721141029059,22506,0.6250597459862703,0.6104991695078241,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,30,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_22;seed_19;seed_25;seed_14;seed_23;seed_12;seed_17;seed_7|seed_12;seed_5;seed_11;seed_27;seed_16;seed_25;seed_3;seed_2|seed_6;seed_26;seed_12;seed_17;seed_11;seed_3;seed_10;seed_4|seed_9;seed_8;seed_29;seed_18;seed_23;seed_25;seed_11;seed_20|seed_2;seed_21;seed_19;seed_27;seed_28;seed_15;seed_25;seed_1|seed_23;seed_22;seed_24;seed_17;seed_1;seed_25;seed_0;seed_16|seed_10;seed_4;seed_7;seed_2;seed_3;seed_29;seed_28;seed_23|seed_0;seed_27;seed_23;seed_18;seed_15;seed_4;seed_6;seed_22|seed_29;seed_7;seed_10;seed_14;seed_25;seed_15;seed_3;seed_8|seed_6;seed_12;seed_9;seed_25;seed_22;seed_10;seed_4;seed_17,29,2.1555555555555554,0.16139120139120144,range,0.5279390096664429,0.0021987557411193848,0.088621586561203,0.03436076593110158,22613,0.6328793019039147,0.622543727095609,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_12|seed_28;seed_25|seed_2;seed_7|seed_6;seed_5|seed_14;seed_4|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_9;seed_22|seed_7;seed_21,17,0.06666666666666667,0.022222222222222223,without,0.5208443224430084,0.004348695278167725,0.24224624037742615,0.09333278560571828,24343,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_12|seed_28;seed_25|seed_2;seed_7|seed_6;seed_5|seed_14;seed_4|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_9;seed_22|seed_7;seed_21,17,0.06666666666666667,0.022222222222222223,major,0.12206830829381943,0.0017834454774856567,0.28547409176826477,0.11045729657027573,5948,-0.17844591240503246,-0.1834779799340765,-0.7085784742968677,-4.3503256382655975
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_12|seed_28;seed_25|seed_2;seed_7|seed_6;seed_5|seed_14;seed_4|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_9;seed_22|seed_7;seed_21,17,0.06666666666666667,0.022222222222222223,borda,0.5216676354408264,0.0019056200981140137,0.18400169909000397,0.07112242732866539,23565,0.2404352744408979,0.2379695209235469,0.3824374593955713,0.3974101077337737
RotatE,FB15k237,RotatE_FB15k237,first,30,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_12|seed_28;seed_25|seed_2;seed_7|seed_6;seed_5|seed_14;seed_4|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_9;seed_22|seed_7;seed_21,17,0.06666666666666667,0.022222222222222223,range,0.5248558580875397,0.001587986946105957,0.1796237677335739,0.06865356161488058,23655,0.25850751097843555,0.2644218088067615,0.40727812936652585,0.43156404797715253
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_28;seed_20;seed_12|seed_6;seed_14;seed_11;seed_25|seed_22;seed_0;seed_9;seed_7|seed_7;seed_2;seed_20;seed_5|seed_26;seed_5;seed_0;seed_4|seed_3;seed_22;seed_17;seed_10|seed_4;seed_6;seed_15;seed_16|seed_26;seed_12;seed_9;seed_11|seed_18;seed_0;seed_28;seed_22|seed_25;seed_0;seed_9;seed_21,23,0.4888888888888889,0.07195767195767194,without,0.5208443224430084,0.004348695278167725,0.24224624037742615,0.09333278560571828,24343,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_28;seed_20;seed_12|seed_6;seed_14;seed_11;seed_25|seed_22;seed_0;seed_9;seed_7|seed_7;seed_2;seed_20;seed_5|seed_26;seed_5;seed_0;seed_4|seed_3;seed_22;seed_17;seed_10|seed_4;seed_6;seed_15;seed_16|seed_26;seed_12;seed_9;seed_11|seed_18;seed_0;seed_28;seed_22|seed_25;seed_0;seed_9;seed_21,23,0.4888888888888889,0.07195767195767194,major,0.12997166067361832,0.0014414042234420776,0.23621399700641632,0.10386831275720165,6075,0.024901287886290535,-0.1128813104967252,0.09887879380753592,-2.6764544677860767
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_28;seed_20;seed_12|seed_6;seed_14;seed_11;seed_25|seed_22;seed_0;seed_9;seed_7|seed_7;seed_2;seed_20;seed_5|seed_26;seed_5;seed_0;seed_4|seed_3;seed_22;seed_17;seed_10|seed_4;seed_6;seed_15;seed_16|seed_26;seed_12;seed_9;seed_11|seed_18;seed_0;seed_28;seed_22|seed_25;seed_0;seed_9;seed_21,23,0.4888888888888889,0.07195767195767194,borda,0.52369784116745,0.0021743178367614746,0.13250599801540375,0.05321140866536033,22965,0.4530111269881595,0.4298744185119426,0.7205615934938986,0.7178920994159984
RotatE,FB15k237,RotatE_FB15k237,first,30,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_28;seed_20;seed_12|seed_6;seed_14;seed_11;seed_25|seed_22;seed_0;seed_9;seed_7|seed_7;seed_2;seed_20;seed_5|seed_26;seed_5;seed_0;seed_4|seed_3;seed_22;seed_17;seed_10|seed_4;seed_6;seed_15;seed_16|seed_26;seed_12;seed_9;seed_11|seed_18;seed_0;seed_28;seed_22|seed_25;seed_0;seed_9;seed_21,23,0.4888888888888889,0.07195767195767194,range,0.5265415847301483,0.0023941993713378906,0.12935107946395874,0.05141098443799038,23069,0.4660347287023886,0.44916479129665504,0.7342368962794995,0.7330839177583017
RotatE,FB15k237,RotatE_FB15k237,first,30,10,6,1,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26;seed_27;seed_28;seed_29;seed_3;seed_4;seed_5;seed_6;seed_7;seed_8;seed_9,seed_23;seed_28;seed_20;seed_6;seed_15;seed_12|seed_11;seed_22;seed_0;seed_9;seed_7;seed_25|seed_2;seed_20;seed_26;seed_4;seed_0;seed_7|seed_29;seed_21;seed_16;seed_3;seed_6;seed_5|seed_15;seed_25;seed_11;seed_9;seed_18;seed_4|seed_0;seed_28;seed_25;seed_9;seed_20;seed_10|seed_29;seed_14;seed_21;seed_4;seed_0;seed_16|seed_24;seed_16;seed_5;seed_22;seed_23;seed_11|seed_25;seed_15;seed_19;seed_29;seed_5;seed_22|seed_22;seed_17;seed_0;seed_20;seed_7;seed_21,26,1.288888888888889,0.1291582491582492,without,0.5208443224430084,0.004348695278167725,0.24224624037742615,0.09333278560571828,24343,0.0,0.0,,
