relation_id,relation_name,side,mapping_type,train_frequency,log_train_frequency,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,tail,M-N,760,6.634633357861686,31,31,28,0.8248847808156695,0.1071428582072258,0.07142857142857142
73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,tail,M-N,256,5.54907608489522,38,38,38,1.0,0.0,0.0
74,/film/film/other_crew./film/film_crew_gig/crewmember,tail,M-1,384,5.953243334287785,26,26,19,0.6538461531911578,0.21052631735801697,0.21052631578947367
75,/music/performance_role/track_performances./music/track_contribution/role,tail,M-N,3795,8.241703159729818,53,53,26,0.425876008612769,0.3076923191547394,0.2692307692307692
76,/music/record_label/artist,tail,M-N,2226,7.708410667257367,266,266,48,0.1095596147435052,0.7291666865348816,0.3958333333333333
77,/base/popstra/celebrity/dated./base/popstra/dated/participant,tail,M-N,1404,7.247792581767846,11,11,2,0.10389610699244908,1.0,1.0
78,/base/locations/continents/countries_within,tail,1-N,125,4.836281906951478,5,5,5,0.7428571539265769,0.6000000238418579,0.6
79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,tail,M-N,269,5.598421958998375,42,42,21,0.380952388048172,0.4285714328289032,0.2857142857142857
80,/sports/sports_team/sport,tail,M-1,423,6.049733455231958,53,53,52,0.9811320900917053,0.0,0.0
81,/education/educational_institution_campus/educational_institution,tail,1-1,526,6.267200548541362,13,13,13,1.0,0.0,0.0
82,/people/person/religion,tail,M-1,1085,6.990256500493881,127,127,117,0.8863891959190369,0.09401709586381912,0.042735042735042736
83,/organization/organization/headquarters./location/mailing_address/citytown,tail,M-1,852,6.748759547491679,55,55,36,0.5454545361655099,0.3055555522441864,0.19444444444444445
84,/film/film/produced_by,tail,M-1,1285,7.1592919047975645,60,60,40,0.6142857245036534,0.20000000298023224,0.125
85,/people/person/spouse_s./people/marriage/type_of_union,tail,M-1,2909,7.975908360165538,346,346,346,1.0,0.0,0.0
86,/film/film/production_companies,tail,M-1,1568,7.358193752733032,84,84,67,0.7687074882643563,0.10447761416435242,0.04477611940298507
87,/location/country/second_level_divisions,tail,1-N,463,6.139884552226255,46,46,8,0.07142857063029494,1.0,0.625
88,/base/culturalevent/event/entity_involved,tail,M-N,276,5.6240175061873385,20,20,4,0.1785714328289032,0.5,0.25
89,/education/educational_degree/people_with_this_degree./education/education/institution,tail,M-N,2257,7.722234744709607,287,287,104,0.29019412824085783,0.45192307233810425,0.21153846153846154
90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,tail,M-1,285,5.655991810819852,38,38,38,1.0,0.0,0.0
91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,tail,M-1,121,4.804021044733257,11,11,11,1.0,0.0,0.0
92,/music/performance_role/regular_performances./music/group_membership/group,tail,M-N,1327,7.191429330036379,167,167,102,0.5209580915314811,0.29411765933036804,0.17647058823529413
93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,tail,M-N,215,5.375278407684165,30,30,29,0.933333328792027,0.06896551698446274,0.034482758620689655
94,/sports/sports_team_location/teams,tail,1-1,331,5.805134968916488,53,53,2,0.005390835659844535,1.0,0.5
95,/sports/sports_team/colors,tail,M-N,689,6.536691597591305,77,77,74,0.9239331994737897,0.0810810774564743,0.06756756756756757
96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,tail,M-N,437,6.082218910376446,43,43,43,1.0,0.0,0.0
97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,tail,M-N,717,6.576469569048224,16,16,14,0.8303571428571429,0.1428571492433548,0.14285714285714285
98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,tail,M-N,233,5.455321115357702,27,27,27,1.0,0.0,0.0
99,/user/alexander/philosophy/philosopher/interests,tail,M-N,100,4.61512051684126,9,9,9,0.9682539701461792,0.1111111119389534,0.1111111111111111
100,/people/person/languages,tail,M-1,783,6.664409020350408,98,98,98,0.9912536484854562,0.010204081423580647,0.01020408163265306
101,/education/educational_institution/students_graduates./education/education/major_field_of_study,tail,M-N,2622,7.872073979866873,321,321,231,0.6341789024216788,0.2857142984867096,0.1341991341991342
102,/film/director/film,tail,1-N,859,6.756932389247553,19,19,6,0.30827066728046965,0.1666666716337204,0.16666666666666666
103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,tail,M-N,909,6.813444599510896,121,121,41,0.2715466299227306,0.3658536672592163,0.24390243902439024
104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,tail,M-N,381,5.945420608606575,8,8,7,0.875,0.0,0.0
105,/film/film/costume_design_by,tail,M-1,192,5.262690188904886,13,13,12,0.9230769276618958,0.0,0.0
106,/film/film/featured_film_locations,tail,M-1,977,6.885509670034818,100,100,56,0.5042857101985386,0.1785714328289032,0.10714285714285714
107,/tv/tv_program/genre,tail,M-N,1006,6.914730892718563,94,94,83,0.8161094444138663,0.15662650763988495,0.08433734939759036
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,tail,M-1,456,6.124683390894205,3,3,3,1.0,0.0,0.0
109,/film/film/written_by,tail,M-1,787,6.669498089857879,26,26,8,0.24175824650696345,0.5,0.375
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,tail,M-1,225,5.420534999272286,22,22,22,1.0,0.0,0.0
111,/location/hud_county_place/county,tail,M-1,305,5.723585101952381,7,7,6,0.5510204264095852,0.6666666865348816,0.3333333333333333
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,tail,M-N,494,6.20455776256869,63,63,51,0.7346938933644976,0.1764705926179886,0.13725490196078433
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,tail,M-1,142,4.962844630259907,20,20,20,1.0,0.0,0.0
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,tail,M-N,100,4.61512051684126,3,3,3,1.0,0.0,0.0
115,/film/film/film_format,tail,M-1,345,5.846438775057724,39,39,39,1.0,0.0,0.0
116,/film/film/music,tail,M-1,1039,6.946975992135418,92,92,60,0.489130437374115,0.4333333373069763,0.2
117,/sports/sports_team/roster./american_football/football_roster_position/position,tail,M-N,607,6.410174881966167,3,3,3,1.0,0.0,0.0
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,tail,M-1,411,6.021023349349527,50,50,50,0.980000010558537,0.05999999865889549,0.04
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,tail,M-N,250,5.5254529391317835,1,1,0,0.0,,
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,tail,M-1,788,6.670766320845874,84,84,84,1.0,0.0,0.0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,tail,M-N,246,5.5093883366279774,29,29,7,0.14778325387409755,0.8571428656578064,0.5714285714285714
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,tail,M-N,349,5.857933154483459,31,31,9,0.07373271669660296,1.0,0.4444444444444444
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,tail,M-N,449,6.1092475827643655,1,1,0,0.0,,
124,/education/educational_institution/school_type,tail,M-1,728,6.591673732008658,80,80,79,0.987500011920929,0.0,0.0
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,tail,1-N,128,4.859812404361672,17,17,10,0.5882353186607361,0.0,0.0
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,tail,1-N,154,5.043425116919247,27,27,5,0.1375661375267165,0.4000000059604645,0.4
127,/base/biblioness/bibs_location/state,tail,M-1,300,5.707110264748875,7,7,7,1.0,0.0,0.0
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,tail,M-1,360,5.8888779583328805,1,1,1,1.0,0.0,0.0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,tail,M-1,215,5.375278407684165,1,1,1,1.0,0.0,0.0
130,/sports/sports_position/players./sports/sports_team_roster/team,tail,M-N,3500,8.160803920954665,22,22,9,0.39610389726502554,0.1111111119389534,0.1111111111111111
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,tail,M-N,424,6.052089168924417,34,34,26,0.596638662474496,0.4615384638309479,0.3076923076923077
132,/sports/sports_league/teams./sports/sports_league_participation/team,tail,1-N,161,5.087596335232384,16,16,13,0.6875,0.38461539149284363,0.23076923076923078
133,/base/biblioness/bibs_location/country,tail,M-1,610,6.415096959171596,14,14,14,1.0,0.0,0.0
134,/music/group_member/membership./music/group_membership/role,tail,M-N,750,6.621405651764134,29,29,24,0.7783251234463283,0.1666666716337204,0.16666666666666666
135,/location/administrative_division/country,tail,M-1,386,5.958424693029782,3,3,2,0.6666666865348816,0.0,0.0
136,/film/film/executive_produced_by,tail,M-1,662,6.4967749901858625,73,73,53,0.6536203452519008,0.18867924809455872,0.11320754716981132
137,/food/food/nutrients./food/nutrition_fact/nutrient,tail,M-N,966,6.874198495453294,105,105,105,1.0,0.0,0.0
138,/music/group_member/membership./music/group_membership/group,tail,M-1,218,5.389071729816501,22,22,21,0.8701298832893372,0.190476194024086,0.19047619047619047
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,tail,M-1,190,5.25227342804663,3,3,3,1.0,0.0,0.0
140,/education/field_of_study/students_majoring./education/education/student,tail,1-N,259,5.560681631015528,34,34,8,0.10504201799631119,1.0,1.0
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,tail,M-N,475,6.16541785423142,10,10,9,0.8999999761581421,0.0,0.0
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,tail,M-N,178,5.187385805840755,2,2,2,1.0,0.0,0.0
143,/organization/organization/headquarters./location/mailing_address/state_province_region,tail,M-1,721,6.582025138892826,39,39,34,0.8461538553237915,0.11764705926179886,0.058823529411764705
144,/base/aareas/schema/administrative_area/capital,tail,1-1,137,4.927253685157205,0,0,0,,,
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,tail,M-N,416,6.0330862217988015,4,4,3,0.5714285714285714,0.6666666865348816,0.6666666666666666
146,/education/educational_institution/campuses,tail,1-1,533,6.280395838960195,13,13,13,1.0,0.0,0.0
147,/film/film/distributors./film/film_film_distributor_relationship/region,tail,M-1,157,5.062595033026967,10,10,10,1.0,0.0,0.0
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,tail,M-N,535,6.284134161070802,60,60,60,1.0,0.0,0.0
149,/medicine/disease/notable_people_with_this_condition,tail,1-N,121,4.804021044733257,15,15,3,0.17142857611179352,0.3333333432674408,0.3333333333333333
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,tail,M-N,345,5.846438775057724,38,38,28,0.6804511206490653,0.1428571492433548,0.14285714285714285
151,/people/ethnicity/geographic_distribution,tail,M-N,122,4.812184355372417,17,17,12,0.680672287940979,0.0833333358168602,0.08333333333333333
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,tail,M-N,747,6.617402977974478,17,17,15,0.7394958138465881,0.46666666865348816,0.26666666666666666
153,/film/film/personal_appearances./film/personal_film_appearance/person,tail,1-N,217,5.384495062789089,11,11,3,0.27272728085517883,0.0,0.0
154,/location/location/time_zones,tail,M-1,1151,7.049254841255837,137,137,133,0.9697601539748055,0.007518797181546688,0.007518796992481203
155,/film/film/story_by,tail,M-1,394,5.978885764901122,31,31,20,0.5253456107207707,0.30000001192092896,0.2
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,tail,M-N,192,5.262690188904886,21,21,21,1.0,0.0,0.0
157,/olympics/olympic_games/participating_countries,tail,M-N,490,6.19644412779452,23,23,9,0.3664596251079014,0.2222222238779068,0.1111111111111111
158,/tv/tv_network/programs./tv/tv_network_duration/program,tail,1-N,305,5.723585101952381,26,26,8,0.2747252881526947,0.125,0.125
159,/people/person/employment_history./business/employment_tenure/company,tail,M-1,316,5.75890177387728,24,24,16,0.41666666524750845,0.6875,0.3125
160,/music/artist/origin,tail,M-1,552,6.315358001522335,34,34,16,0.4453781545162201,0.1875,0.1875
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,tail,1-N,417,6.035481432524756,53,53,5,0.06738544574805669,0.6000000238418579,0.4
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,tail,M-1,271,5.605802066295998,9,9,7,0.6984127163887024,0.2857142984867096,0.2857142857142857
163,/time/event/locations,tail,M-N,363,5.8971538676367405,34,34,19,0.36554622650146484,0.6315789222717285,0.3684210526315789
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,tail,1-1,236,5.4680601411351315,0,0,0,,,
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,tail,1-N,107,4.68213122712422,11,11,3,0.14285714711461747,0.6666666865348816,0.6666666666666666
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,tail,M-1,476,6.1675164908883415,5,5,5,1.0,0.0,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,tail,M-1,125,4.836281906951478,22,22,22,1.0,0.0,0.0
168,/user/ktrueman/default_domain/international_organization/member_states,tail,1-N,179,5.19295685089021,24,24,19,0.5654761961528233,0.5263158082962036,0.3157894736842105
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,tail,M-N,573,6.352629396319567,0,0,0,,,
170,/soccer/football_player/current_team./sports/sports_team_roster/team,tail,M-N,536,6.285998094508865,9,9,1,0.09523809594767434,1.0,1.0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,tail,M-N,101,4.624972813284271,16,16,16,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,tail,M-1,335,5.817111159963204,48,48,48,1.0,0.0,0.0
173,/film/film_set_designer/film_sets_designed,tail,1-N,113,4.736198448394496,8,8,1,0.125,0.0,0.0
174,/user/jg/default_domain/olympic_games/sports,tail,M-N,581,6.366470447731438,11,11,11,1.0,0.0,0.0
175,/people/person/sibling_s./people/sibling_relationship/sibling,tail,1-1,131,4.882801922586371,7,7,4,0.3877551129886082,0.5,0.5
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,tail,M-N,352,5.8664680569332965,41,41,41,1.0,0.0,0.0
177,/music/artist/contribution./music/recording_contribution/performance_role,tail,M-N,218,5.389071729816501,14,14,8,0.5000000042574746,0.25,0.25
178,/sports/sports_position/players./sports/sports_team_roster/position,tail,M-N,125,4.836281906951478,0,0,0,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,tail,M-N,114,4.74493212836325,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,tail,M-N,102,4.634728988229636,0,0,0,,,
181,/people/profession/specialization_of,tail,M-1,102,4.634728988229636,13,13,3,0.23076923191547394,0.0,0.0
182,/award/award_category/category_of,tail,M-1,148,5.003946305945459,20,20,20,0.985714282308306,0.05000000074505806,0.05
183,/film/film/cinematography,tail,M-1,336,5.820082930352362,17,17,16,0.8655462265014648,0.25,0.1875
184,/film/film/film_production_design_by,tail,M-1,158,5.0689042022202315,10,10,9,0.8142857125827244,0.2222222238779068,0.2222222222222222
185,/tv/tv_program/country_of_origin,tail,M-1,268,5.594711379601839,32,32,32,1.0,0.0,0.0
186,/film/film/edited_by,tail,M-1,179,5.19295685089021,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tail,M-1,103,4.6443908991413725,11,11,10,0.8311688303947449,0.10000000149011612,0.1
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,tail,M-N,343,5.840641657373398,11,11,9,0.701298713684082,0.3333333432674408,0.2222222222222222
189,/education/educational_degree/people_with_this_degree./education/education/student,tail,1-N,260,5.564520407322694,27,27,3,0.06349206396511622,1.0,0.3333333333333333
190,/location/us_county/county_seat,tail,1-1,181,5.204006687076795,2,2,2,1.0,0.0,0.0
191,/film/film/film_festivals,tail,M-1,264,5.579729825986222,18,18,16,0.8809523837906974,0.0625,0.0625
192,/people/person/spouse_s./people/marriage/spouse,tail,1-1,427,6.059123195581797,4,4,1,0.03571428571428571,1.0,1.0
193,/film/film/runtime./film/film_cut/film_release_region,tail,M-1,187,5.236441962829949,9,9,8,0.6984127163887024,0.5,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,tail,1-1,296,5.6937321388027,0,0,0,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,tail,M-1,156,5.056245805348308,20,20,20,1.0,0.0,0.0
196,/influence/influence_node/peers./influence/peer_relationship/peers,tail,1-1,166,5.117993812416755,2,2,0,0.0,,
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,tail,M-N,101,4.624972813284271,12,12,12,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,tail,M-N,208,5.342334251964811,21,21,19,0.8231292622429984,0.10526315867900848,0.10526315789473684
199,/organization/organization/place_founded,tail,M-1,104,4.653960350157523,16,16,10,0.41964285714285715,0.5,0.3
200,/base/eating/practicer_of_diet/diet,tail,M-1,137,4.927253685157205,11,11,11,1.0,0.0,0.0
201,/tv/tv_program/program_creator,tail,1-1,144,4.976733742420574,2,2,0,0.0,,
202,/people/deceased_person/place_of_burial,tail,M-1,142,4.962844630259907,9,9,9,1.0,0.0,0.0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,tail,M-1,246,5.5093883366279774,20,20,17,0.742857141154153,0.1764705926179886,0.11764705882352941
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,tail,M-N,121,4.804021044733257,4,4,4,1.0,0.0,0.0
205,/location/administrative_division/first_level_division_of,tail,M-1,141,4.955827057601261,0,0,0,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,tail,M-1,160,5.081404364984463,0,0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,tail,1-N,191,5.2574953720277815,20,20,6,0.17142857504742487,0.6666666865348816,0.5
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,tail,M-1,181,5.204006687076795,0,0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,tail,M-1,37,3.6375861597263857,3,3,3,1.0,0.0,0.0
210,/time/event/instance_of_recurring_event,tail,M-1,109,4.700480365792417,11,11,9,0.8181818127632141,0.0,0.0
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,tail,1-N,90,4.51085950651685,7,7,3,0.3061224584068571,1.0,0.6666666666666666
212,/film/actor/film./film/performance/special_performance_type,tail,M-1,180,5.198497031265826,16,16,16,1.0,0.0,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,tail,M-1,198,5.293304824724492,0,0,0,,,
214,/people/ethnicity/languages_spoken,tail,M-N,192,5.262690188904886,29,29,24,0.7044334922518048,0.2916666567325592,0.125
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,tail,1-N,121,4.804021044733257,8,8,0,0.0,,
216,/medicine/symptom/symptom_of,tail,M-N,154,5.043425116919247,31,31,22,0.5391704993588584,0.40909090638160706,0.22727272727272727
217,/education/university/fraternities_and_sororities,tail,M-1,131,4.882801922586371,21,21,21,1.0,0.0,0.0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,tail,M-N,172,5.153291594497779,13,13,7,0.36263737082481384,0.5714285969734192,0.42857142857142855
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,tail,M-1,220,5.3981627015177525,4,4,4,1.0,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,tail,M-N,146,4.990432586778736,20,20,20,1.0,0.0,0.0
221,/location/country/official_language,tail,M-1,225,5.420534999272286,16,16,15,0.875,0.13333334028720856,0.13333333333333333
222,/location/location/partially_contains,tail,M-1,133,4.897839799950911,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
223,/film/film/film_art_direction_by,tail,M-1,101,4.624972813284271,3,3,3,1.0,0.0,0.0
224,/people/person/spouse_s./people/marriage/location_of_ceremony,tail,M-1,251,5.529429087511423,35,35,11,0.22040816715785436,0.5454545617103577,0.36363636363636365
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,tail,M-1,117,4.770684624465665,0,0,0,,,
226,/organization/organization_founder/organizations_founded,tail,1-1,137,4.927253685157205,9,9,5,0.3333333432674408,0.6000000238418579,0.4
227,/film/film/dubbing_performances./film/dubbing_performance/actor,tail,M-N,114,4.74493212836325,8,8,3,0.375,0.0,0.0
228,/dataworld/gardening_hint/split_to,tail,1-1,99,4.605170185988092,10,10,7,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,tail,M-N,162,5.093750200806762,13,13,11,0.7142857313156128,0.27272728085517883,0.18181818181818182
230,/film/film/prequel,tail,1-1,180,5.198497031265826,18,18,16,0.8095237953322274,0.25,0.125
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,tail,M-N,108,4.6913478822291435,3,3,3,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,tail,M-1,112,4.727387818712341,12,12,12,1.0,0.0,0.0
233,/broadcast/content/artist,tail,1-N,102,4.634728988229636,14,14,5,0.295918379511152,0.20000000298023224,0.2
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,tail,M-1,149,5.0106352940962555,0,0,0,,,
235,/music/instrument/family,tail,M-1,100,4.61512051684126,6,6,4,0.4285714349576405,0.75,0.75
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,tail,M-1,106,4.672828834461906,9,9,4,0.3492063581943512,0.25,0.25
