relation_id,relation_name,train_support,directional_inverse_strength,directional_best_inverse_partner_id,directional_best_inverse_partner_name,directional_best_inverse_overlap_count,directional_best_reverse_directional_score,directional_best_overlap_jaccard,mutual_inverse_strength,mutual_best_inverse_partner_id,mutual_best_inverse_partner_name,mutual_best_inverse_overlap_count,mutual_best_directional_score,mutual_best_reverse_directional_score,mutual_best_overlap_jaccard,second_best_mutual_inverse_strength,second_best_mutual_partner_id,second_best_mutual_partner_name,inverse_clarity
74,/film/film/other_crew./film/film_crew_gig/crewmember,384,0.24479166666666666,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,94,0.014975306675163294,0.014313994213491702,0.028223990391833056,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,94,0.24479166666666666,0.014975306675163294,0.014313994213491702,0.003218020917135961,102,/film/director/film,0.025005969474697097
75,/music/performance_role/track_performances./music/track_contribution/role,3795,0.31277997364953886,9,/music/performance_role/regular_performances./music/group_membership/role,1187,0.44708097928436913,0.2255367661029831,0.36806201550387596,9,/music/performance_role/regular_performances./music/group_membership/role,1187,0.31277997364953886,0.44708097928436913,0.2255367661029831,0.13839701770736254,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,0.22966499779651342
76,/music/record_label/artist,2226,0.006289308176100629,159,/people/person/employment_history./business/employment_tenure/company,14,0.04430379746835443,0.005537974683544304,0.011014948859166013,159,/people/person/employment_history./business/employment_tenure/company,14,0.006289308176100629,0.04430379746835443,0.005537974683544304,0.00761743546339399,226,/organization/organization_founder/organizations_founded,0.0033975133957720224
77,/base/popstra/celebrity/dated./base/popstra/dated/participant,1404,0.09686609686609686,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,136,0.576271186440678,0.09042553191489362,0.16585365853658537,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,136,0.09686609686609686,0.576271186440678,0.09042553191489362,0.1438664097623635,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0.021987248774221868
78,/base/locations/continents/countries_within,125,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,269,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
80,/sports/sports_team/sport,423,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
81,/education/educational_institution_campus/educational_institution,526,0.8079847908745247,146,/education/educational_institution/campuses,425,0.797373358348968,0.6703470031545742,0.8026440037771482,146,/education/educational_institution/campuses,425,0.8079847908745247,0.797373358348968,0.6703470031545742,0.025599999999999998,228,/dataworld/gardening_hint/split_to,0.7770440037771482
82,/people/person/religion,1085,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
83,/organization/organization/headquarters./location/mailing_address/citytown,852,0.38028169014084506,15,/location/location/contains,324,0.062295712363007114,0.0565543724908361,0.10705435321328266,15,/location/location/contains,324,0.38028169014084506,0.062295712363007114,0.0565543724908361,0.008453085376162298,94,/sports/sports_team_location/teams,0.09860126783712037
84,/film/film/produced_by,1285,0.3867704280155642,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,497,0.07917795125059741,0.07034677990092003,0.2658582089552239,102,/film/director/film,285,0.22178988326848248,0.3317811408614668,0.15330823023130716,0.1314467072203121,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.1344115017349118
85,/people/person/spouse_s./people/marriage/type_of_union,2909,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
86,/film/film/production_companies,1568,0.45918367346938777,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,720,0.3080872913992298,0.2260596546310832,0.36875800256081953,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,720,0.45918367346938777,0.3080872913992298,0.2260596546310832,0.04155513065646909,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.32720287190435043
87,/location/country/second_level_divisions,463,0.11663066954643629,135,/location/administrative_division/country,54,0.13989637305699482,0.06792452830188679,0.12720848056537104,135,/location/administrative_division/country,54,0.11663066954643629,0.13989637305699482,0.06792452830188679,0.07269338303821063,133,/base/biblioness/bibs_location/country,0.05451509752716041
88,/base/culturalevent/event/entity_involved,276,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
89,/education/educational_degree/people_with_this_degree./education/education/institution,2257,0.00044306601683650863,124,/education/educational_institution/school_type,1,0.0013736263736263737,0.0003351206434316354,0.0006700167504187604,124,/education/educational_institution/school_type,1,0.00044306601683650863,0.0013736263736263737,0.0003351206434316354,0.0,,,0.0006700167504187604
90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,285,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,121,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
92,/music/performance_role/regular_performances./music/group_membership/group,1327,0.003014318010550113,41,/music/artist/track_contributions./music/track_contribution/role,4,0.002257336343115124,0.0012924071082390954,0.002581477896095515,41,/music/artist/track_contributions./music/track_contribution/role,4,0.003014318010550113,0.002257336343115124,0.0012924071082390954,0.0019258545979778526,134,/music/group_member/membership./music/group_membership/role,0.0006556232981176624
93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,215,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
94,/sports/sports_team_location/teams,331,0.015105740181268883,83,/organization/organization/headquarters./location/mailing_address/citytown,5,0.005868544600938967,0.004244482173174873,0.008453085376162298,83,/organization/organization/headquarters./location/mailing_address/citytown,5,0.015105740181268883,0.005868544600938967,0.004244482173174873,0.0019011406844106464,143,/organization/organization/headquarters./location/mailing_address/state_province_region,0.006551944691751652
95,/sports/sports_team/colors,689,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,437,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,717,0.2580195258019526,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,185,0.3894736842105263,0.18371400198609733,0.3104026845637584,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,185,0.2580195258019526,0.3894736842105263,0.18371400198609733,0.06020066889632107,230,/film/film/prequel,0.2502020156674373
98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,233,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
99,/user/alexander/philosophy/philosopher/interests,100,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
100,/people/person/languages,783,0.0038314176245210726,140,/education/field_of_study/students_majoring./education/education/student,3,0.011583011583011582,0.0028873917228103944,0.005758157389635317,140,/education/field_of_study/students_majoring./education/education/student,3,0.0038314176245210726,0.011583011583011582,0.0028873917228103944,0.0,,,0.005758157389635317
101,/education/educational_institution/students_graduates./education/education/major_field_of_study,2622,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
102,/film/director/film,859,0.3469150174621653,109,/film/film/written_by,298,0.3786531130876747,0.22106824925816024,0.36208991494532194,109,/film/film/written_by,298,0.3469150174621653,0.3786531130876747,0.22106824925816024,0.2658582089552239,84,/film/film/produced_by,0.09623170599009806
103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,909,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,381,0.6876640419947506,65,/olympics/olympic_games/sports,262,0.39457831325301207,0.334610472541507,0.5014354066985646,65,/olympics/olympic_games/sports,262,0.6876640419947506,0.39457831325301207,0.334610472541507,0.45322245322245325,174,/user/jg/default_domain/olympic_games/sports,0.04821295347611132
105,/film/film/costume_design_by,192,0.3541666666666667,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,68,0.010833200573522384,0.01062334010310889,0.021023342093059203,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,68,0.3541666666666667,0.010833200573522384,0.01062334010310889,0.006557377049180329,173,/film/film_set_designer/film_sets_designed,0.014465965043878874
106,/film/film/featured_film_locations,977,0.0030706243602865915,59,/film/film_subject/films,3,0.004975124378109453,0.0019023462270133164,0.0037974683544303796,59,/film/film_subject/films,3,0.0030706243602865915,0.004975124378109453,0.0019023462270133164,0.0012070006035003018,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0.0025904677509300776
107,/tv/tv_program/genre,1006,0.02982107355864811,2,/media_common/netflix_genre/titles,30,0.011231748408835642,0.008225939128050452,0.016317650258362796,2,/media_common/netflix_genre/titles,30,0.02982107355864811,0.011231748408835642,0.008225939128050452,0.0,,,0.016317650258362796
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,456,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
109,/film/film/written_by,787,0.49301143583227447,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,388,0.0618129679783336,0.05811863391252247,0.36208991494532194,102,/film/director/film,298,0.3786531130876747,0.3469150174621653,0.22106824925816024,0.10985277463193657,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.2522371403133854
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
111,/location/hud_county_place/county,305,0.7081967213114754,15,/location/location/contains,216,0.04153047490867141,0.040831758034026465,0.5102880658436214,190,/location/us_county/county_seat,124,0.4065573770491803,0.6850828729281768,0.3425414364640884,0.07845986196876134,15,/location/location/contains,0.4318282038748601
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,0.007042253521126761,44,/business/job_title/people_with_this_title./business/employment_tenure/company,1,0.0013623978201634877,0.001142857142857143,0.00228310502283105,44,/business/job_title/people_with_this_title./business/employment_tenure/company,1,0.007042253521126761,0.0013623978201634877,0.001142857142857143,0.0,,,0.00228310502283105
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,0.02,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,2,0.0001250859966226781,0.0001243239883135451,0.0024829298572315336,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,2,0.02,0.0013236267372600927,0.001243008079552517,0.00024861706756168815,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.0022343127896698456
115,/film/film/film_format,345,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
116,/film/film/music,1039,0.30221366698748797,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,314,0.05002389676597101,0.04484433019137389,0.08583925642427556,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,314,0.30221366698748797,0.05002389676597101,0.04484433019137389,0.013698630136986302,102,/film/director/film,0.07214062628728926
117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0.8023064250411862,130,/sports/sports_position/players./sports/sports_team_roster/team,487,0.13914285714285715,0.1345303867403315,0.23715607499391286,130,/sports/sports_position/players./sports/sports_team_roster/team,487,0.8023064250411862,0.13914285714285715,0.1345303867403315,0.0029828486204325133,44,/business/job_title/people_with_this_title./business/employment_tenure/company,0.23417322637348034
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,0.348,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,87,0.05757776307081403,0.05197132616487455,0.09880749574105623,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,87,0.348,0.05757776307081403,0.05197132616487455,0.03292181069958848,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,0.06588568504146775
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,0.022922636103151862,66,/people/person/places_lived./people/place_lived/location,8,0.002140181915462814,0.001961265015935278,0.013333333333333334,224,/people/person/spouse_s./people/marriage/location_of_ceremony,4,0.011461318051575931,0.01593625498007968,0.006711409395973154,0.004439511653718091,160,/music/artist/origin,0.008893821679615242
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,0.24721603563474387,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,111,0.07905982905982906,0.06371986222732491,0.11980572045331894,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,111,0.24721603563474387,0.07905982905982906,0.06371986222732491,0.079734219269103,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0.040071501184215944
124,/education/educational_institution/school_type,728,0.0013736263736263737,89,/education/educational_degree/people_with_this_degree./education/education/institution,1,0.00044306601683650863,0.0003351206434316354,0.0006700167504187604,89,/education/educational_degree/people_with_this_degree./education/education/institution,1,0.0013736263736263737,0.00044306601683650863,0.0003351206434316354,0.0,,,0.0006700167504187604
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
127,/base/biblioness/bibs_location/state,300,0.8166666666666667,15,/location/location/contains,245,0.047106325706594884,0.04661339421613394,0.18764302059496565,144,/base/aareas/schema/administrative_area/capital,41,0.13666666666666666,0.29927007299270075,0.10353535353535354,0.08907471368842029,15,/location/location/contains,0.09856830690654536
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
130,/sports/sports_position/players./sports/sports_team_roster/team,3500,0.5268571428571428,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,1844,0.8141280353200883,0.47028819178780923,0.6397224631396357,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,1844,0.5268571428571428,0.8141280353200883,0.47028819178780923,0.6345019090593543,4,/soccer/football_team/current_roster./sports/sports_team_roster/position,0.0052205540802813255
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
132,/sports/sports_league/teams./sports/sports_league_participation/team,161,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
133,/base/biblioness/bibs_location/country,610,0.7557377049180328,15,/location/location/contains,461,0.0886368006152663,0.08616822429906543,0.15866460161762175,15,/location/location/contains,461,0.7557377049180328,0.0886368006152663,0.08616822429906543,0.15159574468085107,54,/location/country/capital,0.007068856936770673
134,/music/group_member/membership./music/group_membership/role,750,0.3933333333333333,42,/music/instrument/instrumentalists,295,0.152218782249742,0.12327622231508567,0.2194940476190476,42,/music/instrument/instrumentalists,295,0.3933333333333333,0.152218782249742,0.12327622231508567,0.0019258545979778526,92,/music/performance_role/regular_performances./music/group_membership/group,0.21756819302106972
135,/location/administrative_division/country,386,0.8290155440414507,15,/location/location/contains,320,0.061526629494328015,0.06075564837668502,0.12720848056537104,87,/location/country/second_level_divisions,54,0.13989637305699482,0.11663066954643629,0.06792452830188679,0.11455163773044567,15,/location/location/contains,0.012656842834925366
136,/film/film/executive_produced_by,662,0.1268882175226586,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,84,0.013382188943762944,0.01225382932166302,0.04076265614727153,102,/film/director/film,31,0.04682779456193353,0.03608847497089639,0.02080536912751678,0.02421098140942499,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.01655167473784654
137,/food/food/nutrients./food/nutrition_fact/nutrient,966,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
138,/music/group_member/membership./music/group_membership/group,218,0.01834862385321101,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,4,0.0002501719932453562,0.000246867863975807,0.012618296529968456,228,/dataworld/gardening_hint/split_to,2,0.009174311926605505,0.020202020202020204,0.006349206349206349,0.0004936138705497624,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.012124682659418693
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
140,/education/field_of_study/students_majoring./education/education/student,259,0.011583011583011582,100,/people/person/languages,3,0.0038314176245210726,0.0028873917228103944,0.005758157389635317,100,/people/person/languages,3,0.011583011583011582,0.0038314176245210726,0.0028873917228103944,0.005390835579514825,232,/film/actor/dubbing_performances./film/dubbing_performance/language,0.00036732181012049184
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,0.3894736842105263,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,185,0.2580195258019526,0.18371400198609733,0.3104026845637584,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,185,0.3894736842105263,0.2580195258019526,0.18371400198609733,0.030534351145038167,230,/film/film/prequel,0.27986833341872025
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,0.8146067415730337,130,/sports/sports_position/players./sports/sports_team_roster/team,145,0.041428571428571426,0.041041607698839515,0.07884719956498096,130,/sports/sports_position/players./sports/sports_team_roster/team,145,0.8146067415730337,0.041428571428571426,0.041041607698839515,0.0,,,0.07884719956498096
143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,0.49791955617198336,15,/location/location/contains,359,0.06902518746394924,0.06453352507639763,0.12124282337048295,15,/location/location/contains,359,0.49791955617198336,0.06902518746394924,0.06453352507639763,0.0019011406844106464,94,/sports/sports_team_location/teams,0.1193416826860723
144,/base/aareas/schema/administrative_area/capital,137,0.7664233576642335,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,105,0.3547297297297297,0.3201219512195122,0.48498845265588914,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,105,0.7664233576642335,0.3547297297297297,0.3201219512195122,0.18764302059496565,127,/base/biblioness/bibs_location/state,0.29734543206092345
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,0.36538461538461536,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,152,0.05080213903743316,0.04668304668304668,0.3571428571428571,201,/tv/tv_program/program_creator,100,0.2403846153846154,0.6944444444444444,0.21739130434782608,0.0892018779342723,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.2679409792085848
146,/education/educational_institution/campuses,533,0.797373358348968,81,/education/educational_institution_campus/educational_institution,425,0.8079847908745247,0.6703470031545742,0.8026440037771482,81,/education/educational_institution_campus/educational_institution,425,0.797373358348968,0.8079847908745247,0.6703470031545742,0.03164556962025317,228,/dataworld/gardening_hint/split_to,0.770998434156895
147,/film/film/distributors./film/film_film_distributor_relationship/region,157,0.03821656050955414,2,/media_common/netflix_genre/titles,6,0.0022463496817671283,0.002126151665485471,0.004243281471004242,2,/media_common/netflix_genre/titles,6,0.03821656050955414,0.0022463496817671283,0.002126151665485471,0.0,,,0.004243281471004242
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
149,/medicine/disease/notable_people_with_this_condition,121,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,0.043478260869565216,15,/location/location/contains,15,0.0028840607575466256,0.002711986982462484,0.005409304002884962,15,/location/location/contains,15,0.043478260869565216,0.0028840607575466256,0.002711986982462484,0.0017513134851138354,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.003657990517771127
151,/people/ethnicity/geographic_distribution,122,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,0.04685408299866131,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,35,0.017064846416382253,0.012667390517553384,0.041349292709466814,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,19,0.025435073627844713,0.11046511627906977,0.021111111111111112,0.02501786990707648,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.016331422802390333
